time,convergence,emergence,stock,trial
0.0,0.19023556279864967,0.1482297369652799,0.0,rest-5min
5.0,0.16490485824744888,0.18295478283661476,0.21002912916684885,rest-5min
10.0,0.14436612043827593,0.1998910526610615,0.11977950622101952,rest-5min
15.0,0.1722561012452287,0.12482019734254171,-0.1578451548929085,rest-5min
20.0,0.14205846399036184,0.17686176388231303,0.07933436462052634,rest-5min
25.0,0.17686942648910886,0.12949087641004403,-0.09468213483922971,rest-5min
30.0,0.16724986651352308,0.15563672122918995,0.1422106155560945,rest-5min
35.0,0.08768946798950142,0.14263329047883086,0.20027634197776012,rest-5min
40.0,0.1451932778073583,0.0851666781845289,-0.07444277046888714,rest-5min
45.0,0.0899283491387752,0.14386749713351396,0.2256902276452598,rest-5min
50.0,0.09356047843700048,0.09591160770170926,-0.04400551232843397,rest-5min
55.0,0.14942948115258198,0.1058678652507187,-0.05576115865197784,rest-5min
60.0,0.08394857900666905,0.12563584239470132,0.16204692085733852,rest-5min
65.0,0.10690482222120694,0.09708161850161097,-0.04638939608282289,rest-5min
70.0,0.11951456917235107,0.11653745807616253,0.0027266225151569845,rest-5min
75.0,0.07835917583315086,0.10111202828495117,0.0176121779960996,rest-5min
80.0,0.16175877877619532,0.14600796822974949,-0.0961520842629019,rest-5min
85.0,0.06088074164194022,0.07253751941920339,-0.017398031530672764,rest-5min
90.0,0.1283523193444889,0.06245496605718779,-0.07568192041698862,rest-5min
95.0,0.07400944230490422,0.1267016573450184,0.2538048460195169,rest-5min
100.0,0.06814550405881707,0.09233690349768289,-0.00965622918105391,rest-5min
105.0,0.14885720685836898,0.08385516705204239,-0.13061322637538297,rest-5min
110.0,0.14015599581401225,0.12198678801580287,0.19439697265625,rest-5min
115.0,0.08614898297438196,0.14880092964380806,0.28524301164729693,rest-5min
120.0,0.20206464113265699,0.15105288080901974,-0.028016721699833602,rest-5min
125.0,0.11664129173614375,0.17511753092143534,0.22704207991835268,rest-5min
130.0,0.05997197930237179,0.05337984776076658,-0.06533911600810527,rest-5min
135.0,0.049630506518591064,0.05527673905296786,-0.03237845830007924,rest-5min
140.0,0.0538657599996065,0.04969325728285525,-0.06060962097196321,rest-5min
145.0,0.09103622140006147,0.06293141812790774,-0.03974710738820697,rest-5min
150.0,0.08496749916080124,0.10713771044476927,0.10077690897256164,rest-5min
155.0,0.0653202097279126,0.08214114752434439,-0.010074147447278525,rest-5min
160.0,0.08795343587043544,0.06710283909509225,-0.09417883642943747,rest-5min
165.0,0.09893355732219371,0.06735482101214392,0.010074147447278525,rest-5min
170.0,0.06317302289036397,0.07455881978113044,0.1679678289975275,rest-5min
175.0,0.1191309306188311,0.16335712210476147,0.11103884454369517,rest-5min
180.0,0.10504614966773265,0.09785793139287983,-0.11009211288595677,rest-5min
185.0,0.113612386217594,0.05201237699900361,-0.07415102151169273,rest-5min
190.0,0.05917892317499944,0.10090182721750965,0.23384902458125922,rest-5min
195.0,0.0533792120817179,0.05728613141492398,0.02523450436870822,rest-5min
200.0,0.06268533480345284,0.07517852473969097,0.005699907702677809,rest-5min
205.0,0.09804452116932953,0.060243135955880246,-0.05676604197851287,rest-5min
210.0,0.06774901497715391,0.08294536328367523,0.13224088408873358,rest-5min
215.0,0.08663639213678029,0.09798217896591817,0.05625914255612696,rest-5min
220.0,0.08644008192873465,0.08386351053142163,-0.0004697915895623961,rest-5min
225.0,0.18402521425833046,0.38435502257243925,0.01241306539700271,rest-5min
230.0,0.5030810290922006,0.31997849737629946,-0.9892359761735411,rest-5min
235.0,0.14621822003264046,0.09396525624663424,-0.07372331759403516,rest-5min
240.0,0.0792612271435011,0.12168546387232604,0.187541501335996,rest-5min
245.0,0.15507652068862127,0.11222604186585497,-0.02457968230812868,rest-5min
250.0,0.10544433904322734,0.10242309479285075,0.1896727118057029,rest-5min
255.0,0.045009174978686194,0.07412387354442107,0.20477893305758588,rest-5min
260.0,0.10911754770305157,0.12871556235156667,0.0592054402289115,rest-5min
265.0,0.08784621492933238,0.08564167231369577,-0.03878463301366397,rest-5min
270.0,0.07654105068198139,0.0831654521160425,-0.02776191993548094,rest-5min
275.0,0.14965286669202987,0.09032709641695975,-0.060883927105786495,rest-5min
280.0,0.10075756085212095,0.12924441148536592,0.23574492426956417,rest-5min
285.0,0.07990943169415461,0.1354316383921529,0.09331067110333935,rest-5min
290.0,0.0851938708097681,0.09171906903092819,-0.18430036238665204,rest-5min
0.0,0.40429687539999987,0.23059082079999982,0.0,rest-8min
5.0,0.2951049799999998,0.5254516595999998,0.8685302730000002,rest-8min
10.0,0.3756127922480001,0.41260009684800014,-0.283203125,rest-8min
15.0,0.46998779392400075,0.33986084092400065,-0.4681396480000002,rest-8min
20.0,0.4091961664340012,0.22517517043400126,0.1824951170000002,rest-8min
25.0,0.14509521538400066,0.40162597698400065,1.1026000969999998,rest-8min
30.0,0.1929156503060007,0.26524231050600056,-0.18005371100000023,rest-8min
35.0,0.35463623062399885,0.07637695322399889,-0.5416870119999997,rest-8min
40.0,0.11730041498599988,0.34801330558599997,0.849609375,rest-8min
45.0,0.4973608410240001,0.2587744152239999,-0.30395507800000043,rest-8min
50.0,0.10697326797000031,0.3657012953700004,0.8889770510000004,rest-8min
55.0,0.36328124880000023,0.09393310420000027,-0.4046630860000002,rest-8min
60.0,0.056572266399999724,0.45616943439999974,0.9420776369999997,rest-8min
65.0,0.5360974120800005,0.07326782228000042,-1.0559082030000004,rest-8min
70.0,0.026629638657999166,0.5750915526579993,1.258239746,rest-8min
75.0,0.6319647216659998,0.036627807665999865,-1.4840698240000005,rest-8min
80.0,0.033597411720000636,0.6013464351200005,1.4926147459999992,rest-8min
85.0,0.5377905260919998,0.09797119009199999,-1.346130371,rest-8min
90.0,0.2067095952519999,0.41044494685199967,0.8529663089999993,rest-8min
95.0,0.30938598662000044,0.3103625490200006,-0.16571044899999965,rest-8min
100.0,0.49558105397200036,0.2008422845720002,-0.1705932610000005,rest-8min
105.0,0.033974608376000325,0.4437036121760004,1.3031005860000002,rest-8min
110.0,0.4995715323920001,0.056639403592000016,-0.7455444330000001,rest-8min
115.0,0.04170043954800011,0.4651013185480002,1.4691162110000002,rest-8min
120.0,0.42384521504999917,0.29426757824999916,-0.6478881840000001,rest-8min
125.0,0.4186773679840005,0.2975836179840005,0.0,rest-8min
130.0,0.08723449763000009,0.33485412662999997,0.60546875,rest-8min
135.0,0.39946289070400065,0.1387207031040008,-0.6326293949999995,rest-8min
140.0,0.3932495116000002,0.3029174802000002,0.6710815429999997,rest-8min
145.0,0.03268798759400067,0.4903906245940005,1.1227416999999997,rest-8min
150.0,0.41674804800000037,0.06958007900000052,-1.1657714849999996,rest-8min
155.0,0.19119018420400008,0.44790405140400014,0.5700683599999996,rest-8min
160.0,0.3706390379959993,0.2942840575959991,-0.7135009760000006,rest-8min
165.0,0.4923339852959995,0.22982177829599948,-0.33172607399999965,rest-8min
170.0,0.35674987782599954,0.4376214598259997,0.9808349610000002,rest-8min
175.0,0.10785644563599935,0.4398266604359993,0.5764770509999995,rest-8min
180.0,0.38321777298200016,0.3587426753820001,-1.0833740230000002,rest-8min
185.0,0.4893170173119993,0.12536438051199922,-0.9609985349999999,rest-8min
190.0,0.22089843709999962,0.3469970700999996,0.8587646490000003,rest-8min
195.0,0.2272241218219996,0.3068750006219997,0.2282714840000004,rest-8min
200.0,0.13508178822599995,0.23505737422599998,-0.16998290999999988,rest-8min
205.0,0.41343628025400003,0.3231652840540001,-0.6698608400000001,rest-8min
210.0,0.5031396487400004,0.2753564457400003,-0.2185058590000004,rest-8min
215.0,0.08736023062999898,0.37575134382999914,0.920410156,rest-8min
220.0,0.47270202554999957,0.22874450594999943,-0.5215454100000008,rest-8min
225.0,0.23924865616800056,0.5388092031680006,0.698242188,rest-8min
230.0,0.31188659777800076,0.32336120717800065,-0.7995605470000005,rest-8min
235.0,0.38085754422599827,0.19775207542599826,-0.856933594,rest-8min
